"date","observed_irp","fitted_observable_irp","structural_irp","structural_error","definition_wedge","irp_fit_error","nominal_yield_contribution","real_yield_contribution","cpi10_contribution"
2017-02-01,-0.408521028179873,-0.278423340474794,-0.156400860470314,0.252120167709559,0.12202248000448,0.130097687705079,0.126129700686667,0.0410312987430316,-0.0370633117246196
2017-03-01,NA,-0.264629404905707,-0.141943762725658,NA,0.122685642180049,NA,0.122627966765344,0.0529189763255924,NA
2017-04-01,NA,-0.323628087109233,-0.207875728955981,NA,0.115752358153252,NA,0.107275690245322,0.0335384628451424,NA
2017-05-01,-0.494727261506427,-0.318665869591464,-0.203948467886701,0.290778793619726,0.114717401704763,0.176061391914963,0.0840424162147715,0.0406571817076043,0.0513617939925875
2017-06-01,NA,-0.331609671301432,-0.22289640716471,NA,0.108713264136722,NA,0.0853964300050852,0.0178553569316548,NA
2017-07-01,NA,-0.307071858190793,-0.194870163404998,NA,0.112201694785795,NA,0.0471826833850494,0.0242321952212861,NA
2017-08-01,-0.522117416506228,-0.339347734837141,-0.22994622642087,0.292171190085358,0.109401508416271,0.182769681669087,0.0726639644681237,0.0189594637316843,0.0911462534692786
2017-09-01,NA,-0.336062460813498,-0.227962287968823,NA,0.108100172844675,NA,0.0724040023483022,0.0150838111869822,NA
2017-10-01,NA,-0.272945051246384,-0.160882367452158,NA,0.112062683794226,NA,0.067906400506349,0.0386535634000885,NA
2017-11-01,-0.385390459501176,-0.263427422627346,-0.15233900010972,0.233051459391456,0.111088422517626,0.12196303687383,0.0837488928567085,0.0218330008510256,0.0163811431660967
2017-12-01,NA,-0.225139283154512,-0.114164698443394,NA,0.110974584711118,NA,0.0793296193168862,-0.0222149433180783,NA
2018-01-01,NA,-0.182193118973955,-0.066405430724076,NA,0.115787688249879,NA,0.0790615822884705,-0.0121419920362634,NA
2018-02-01,-0.178657896071985,-0.138620881070447,-0.0131403716512926,0.165517524420692,0.125480509419154,0.0400370150015381,0.0906505517579401,-0.00268957706803402,-0.0479239596883676
2018-03-01,NA,-0.142387317458691,-0.018117565581372,NA,0.124269751877319,NA,0.106286327794622,0.0139031696595285,NA
2018-04-01,NA,-0.123132822975782,0.000230366886988694,NA,0.12336318986277,NA,0.105878711889554,-0.0129668615454954,NA
2018-05-01,-0.178409112137015,-0.0959383911870513,0.0297561044723594,0.208165216609374,0.125694495659411,0.0824707209499636,0.0880288622197994,-0.0125446698435239,0.00698652857368835
2018-06-01,NA,-0.100659137085319,0.0225335850691059,NA,0.123192722154425,NA,0.0841000404966213,-0.0409671373302222,NA
2018-07-01,NA,-0.0953311893180381,0.0257682901083274,NA,0.121099479426366,NA,0.0720400698655815,-0.0429476791239734,NA
2018-08-01,-0.209904343613334,-0.102366921986374,0.018080464148011,0.227984807761345,0.120447386134385,0.10753742162696,0.0651452065082442,-0.0193102485345422,0.0617024636532587
2018-09-01,NA,-0.071439120421652,0.0513209243293398,NA,0.122760044750992,NA,0.0558366335772562,-0.00784078367108416,NA
2018-10-01,NA,-0.0483334695418764,0.0781784157806825,NA,0.126511885322559,NA,0.0351571868923536,0.0194088419331451,NA
