"date","r_star","pi_star","real_yield_10y","nominal_tp","real_tp_5y","real_tp","inflation_rp","r_star_liquid_tips","pi_star_liquid_tips","real_yield_10y_liquid_tips","nominal_tp_liquid_tips","real_tp_5y_liquid_tips","real_tp_liquid_tips","inflation_rp_liquid_tips"
2014-07-01,-0.218267729526174,2.2809630562985,0.469289866944945,0.702289996712262,0.570497869079418,0.813981825467231,0.000964038501576926,-0.21970190361079,2.21710949829836,0.472757523949784,0.722694391166769,0.529631078684307,0.781201547914561,0.055781570271995
2014-08-01,-0.359047432132931,2.20116187674612,0.45176890206336,0.646681834651958,0.56137288159492,0.782863259034026,-0.0260326907774891,-0.346623742355142,2.16465138171709,0.445971428690867,0.64416958690758,0.50084713575732,0.737794723632913,0.0179153856602405
2014-09-01,-0.125134009579026,2.02924310431802,0.686947114310352,0.74020760453022,0.600388766404817,0.831168619851976,0.0217507829297295,-0.129533615422271,1.97323134650522,0.68795948164334,0.759703353018002,0.560748292240552,0.799982690104078,0.0740308819281723
2014-10-01,-0.244269681168718,1.9145909171786,0.631533608394327,0.614651989923228,0.545190191671705,0.770168239322576,-0.0472328788590681,-0.242870129172772,1.84815439203815,0.634012276059274,0.636097632830413,0.502424013867912,0.734499866274173,0.0113808795747922
2014-11-01,-0.228050111317207,1.97810508109333,0.64549404401247,0.580386066894191,0.514959515412595,0.75620863688297,-0.0674228054569785,-0.204046098164459,1.93799338899079,0.64036982382407,0.575600122824447,0.444864786442211,0.707310966554824,-0.0219220241401637
2014-12-01,-0.319086116065831,1.71388903331369,0.768275333142506,0.573874396317598,0.542718164478491,0.746968375936573,-0.0671539845170752,-0.3038024146994,1.67557272498537,0.762403163109932,0.576491436181664,0.482145165063307,0.701517440675583,-0.0177527275496007
2015-01-01,-0.826865035456541,1.68173344569512,0.532541378227944,0.454734744952102,0.54311183327751,0.682248282990055,-0.129109973007245,-0.803139012481609,1.62521882594461,0.532397600400194,0.456662947453588,0.484950926341839,0.631507266126739,-0.0754475170219448
2015-02-01,-0.695128606395722,2.03549777986754,0.431396111036882,0.319951574068204,0.401939695846917,0.626803771979078,-0.20693154922956,-0.65182798489964,1.98643012283342,0.424749645529857,0.313680165974177,0.321112688942413,0.565695318111264,-0.150832763724606
2015-03-01,-0.800521474596116,1.97415784153833,0.415855139794889,0.427790497106262,0.499194801415434,0.671886553572711,-0.143220491450605,-0.765588008182231,1.91546791257642,0.417572283789748,0.431669836499409,0.436885101640464,0.620433736637068,-0.0866433797173985
2015-04-01,-1.10155138443833,2.05507228826781,0.206819908699483,0.398429020613923,0.522014314337936,0.65371927641269,-0.157423861631455,-1.06061890635872,1.99364510320169,0.210149219253545,0.396917417858308,0.458607708631233,0.598527370896935,-0.102696187554399
2015-05-01,-0.721514612811298,2.00789243592834,0.421371537013179,0.522545818385027,0.548475386008785,0.714836267576616,-0.0884321863860453,-0.683362576895623,1.97021924123627,0.417920292640665,0.514126956215281,0.479012372634363,0.662001479061178,-0.0427776000961706
2015-06-01,-0.412559876875312,1.92596536381527,0.620715980433911,0.623726359726813,0.575554020363825,0.768062701371641,-0.0363903134193187,-0.391136334539064,1.87716473447047,0.622202829676207,0.630065784529494,0.520689831167552,0.72628342945833,0.0131480422584902
2015-07-01,-0.336918521117988,1.8405638802565,0.685648730720332,0.564136783169456,0.528762203032418,0.743021163882701,-0.072264255399427,-0.321219778666041,1.77728987646023,0.689537684906743,0.580616734797631,0.479588156449379,0.703536744526754,-0.014842131580616
2015-08-01,-0.325861720493099,1.80014172423763,0.734740152576125,0.37133782944615,0.384892813482961,0.652633948900159,-0.178620316347466,-0.292255174488434,1.74724809486649,0.727552194337389,0.376564674211501,0.312276301788997,0.599891739843989,-0.119190556249931
